#m,n,s_x,s_y,s_z,freq
33,34,4.0,0.0,0.0,254199675.5298408
33,40,-4.0,0.0,0.0,225195521.17483348
33,41,0.0,4.0,0.0,652558860.4652195
34,26,0.0,-4.0,0.0,82332737447.19678
34,33,-4.0,0.0,0.0,75011183061.09756
34,35,4.0,0.0,0.0,7727999372.484899
34,42,0.0,4.0,0.0,403610029.4836664
35,27,0.0,-4.0,0.0,23436539.08266785
35,34,-4.0,0.0,0.0,2467368005.1179056
35,36,4.0,0.0,0.0,86715710.42940685
35,43,0.0,4.0,0.0,740368728.5633252
36,28,0.0,-4.0,0.0,10555098564.685146
36,35,-4.0,0.0,0.0,219888856365.4579
36,37,4.0,0.0,0.0,1241005385414.219
36,44,0.0,4.0,0.0,482178437538.87006
37,29,0.0,-4.0,0.0,67036794.86509507
37,36,-4.0,0.0,0.0,15364815.188836668
37,38,4.0,0.0,0.0,11996256.84027857
37,45,0.0,4.0,0.0,621247261.7353759
38,30,0.0,-4.0,0.0,81471084228.28394
38,37,-4.0,0.0,0.0,1589480672939.4526
38,39,4.0,0.0,0.0,3209335012.6741037
38,46,0.0,4.0,0.0,1677841820479.7546
39,31,0.0,-4.0,0.0,15220545308.186676
39,38,-4.0,0.0,0.0,5941361160.470646
39,40,4.0,0.0,0.0,191817593230.7678
39,47,0.0,4.0,0.0,96843227205.92897
40,32,0.0,-4.0,0.0,7758370614.334419
40,33,4.0,0.0,0.0,84672280761.91144
40,39,-4.0,0.0,0.0,99405993.34024991
40,48,0.0,4.0,0.0,1257818321.7427125
41,33,0.0,-4.0,0.0,29220074311.222652
41,42,4.0,0.0,0.0,157223424.20144945
41,48,-4.0,0.0,0.0,434068203.91062886
41,49,0.0,4.0,0.0,346343854.92347366
42,34,0.0,-4.0,0.0,47243172870.68842
42,41,-4.0,0.0,0.0,121278483101.91376
42,43,4.0,0.0,0.0,14175983379.462488
42,50,0.0,4.0,0.0,3221623761.3584476
43,35,0.0,-4.0,0.0,25754489161.422756
43,42,-4.0,0.0,0.0,1345079059.7613897
43,44,4.0,0.0,0.0,56475164538.70354
43,51,0.0,4.0,0.0,4640581025.39149
44,36,0.0,-4.0,0.0,39545149.49396381
44,43,-4.0,0.0,0.0,337631922.828183
44,45,4.0,0.0,0.0,1598933377.076379
44,52,0.0,4.0,0.0,8598504475.44935
45,37,0.0,-4.0,0.0,30692800708.65336
45,44,-4.0,0.0,0.0,11925336395.257225
45,46,4.0,0.0,0.0,32399050515.910843
45,53,0.0,4.0,0.0,770354838.2250218
46,38,0.0,-4.0,0.0,11364491.075677393
46,45,-4.0,0.0,0.0,588530160.3476465
46,47,4.0,0.0,0.0,185239368.82409546
46,54,0.0,4.0,0.0,772014619.6174933
47,39,0.0,-4.0,0.0,196893669.75239658
47,46,-4.0,0.0,0.0,102936101090.624
47,48,4.0,0.0,0.0,2491363517.7110167
47,55,0.0,4.0,0.0,9580990661.30455
48,40,0.0,-4.0,0.0,15159437627.543814
48,41,4.0,0.0,0.0,43928162034.108315
48,47,-4.0,0.0,0.0,7653567317.530345
48,56,0.0,4.0,0.0,4146225814.784862
49,41,0.0,-4.0,0.0,55054588450.69923
49,50,4.0,0.0,0.0,1462461978.3176033
49,56,-4.0,0.0,0.0,5196410350.139509
49,57,0.0,4.0,0.0,38997940164.69564
50,42,0.0,-4.0,0.0,5918698087.575646
50,49,-4.0,0.0,0.0,13038163506.428968
50,51,4.0,0.0,0.0,20419764801.852474
50,58,0.0,4.0,0.0,51989283837.59806
51,43,0.0,-4.0,0.0,4108929095.496585
51,50,-4.0,0.0,0.0,933792263.538249
51,52,4.0,0.0,0.0,104642490321.95581
51,59,0.0,4.0,0.0,267385093437.96194
52,44,0.0,-4.0,0.0,2217573817.5962305
52,51,-4.0,0.0,0.0,182218698.5093162
52,53,4.0,0.0,0.0,143251197.52477586
52,60,0.0,4.0,0.0,276192403.63054293
53,45,0.0,-4.0,0.0,24751994079.993996
53,52,-4.0,0.0,0.0,133107567159.72748
53,54,4.0,0.0,0.0,32468856452.748936
53,61,0.0,4.0,0.0,11295042127.006325
54,46,0.0,-4.0,0.0,24698778897.073112
54,53,-4.0,0.0,0.0,587264858.6496847
54,55,4.0,0.0,0.0,2298889966.214563
54,62,0.0,4.0,0.0,192698321.8521209
55,47,0.0,-4.0,0.0,1990171900.7253692
55,54,-4.0,0.0,0.0,8294358875.574312
55,56,4.0,0.0,0.0,1078151111.5407088
55,63,0.0,4.0,0.0,26956444726.318295
56,48,0.0,-4.0,0.0,4598837411.905384
56,49,4.0,0.0,0.0,3669421217.808287
56,55,-4.0,0.0,0.0,17685664088.39669
56,64,0.0,4.0,0.0,483131118.22491175
57,1,0.0,4.0,0.0,51400196191.68335
57,49,0.0,-4.0,0.0,488944244.61172825
57,58,4.0,0.0,0.0,1949650432.0830827
57,64,-4.0,0.0,0.0,64376414.052021444
58,2,0.0,4.0,0.0,1924757587.4667583
58,50,0.0,-4.0,0.0,366764398.1171916
58,57,-4.0,0.0,0.0,9780121647.17533
58,59,4.0,0.0,0.0,105020502620.88744
59,3,0.0,4.0,0.0,4187821527.5905533
59,51,0.0,-4.0,0.0,71312196.76486771
59,58,-4.0,0.0,0.0,181562817.92016602
59,60,4.0,0.0,0.0,108089275.1061774
60,4,0.0,4.0,0.0,340111972.2130799
60,52,0.0,-4.0,0.0,69038171016.27142
60,59,-4.0,0.0,0.0,176408051367.8157
60,61,4.0,0.0,0.0,5858337483.281587
61,5,0.0,4.0,0.0,965348630.7587295
61,53,0.0,-4.0,0.0,1688158236.2273376
61,60,-4.0,0.0,0.0,3254817335.0640664
61,62,4.0,0.0,0.0,553932785.778854
62,6,0.0,4.0,0.0,122105072048.61172
62,54,0.0,-4.0,0.0,98951657762.09183
62,61,-4.0,0.0,0.0,34422621091.889885
62,63,4.0,0.0,0.0,321590243809.73627
63,7,0.0,4.0,0.0,298481720.7569076
63,55,0.0,-4.0,0.0,707356574.2378514
63,62,-4.0,0.0,0.0,59292278.799731486
63,64,4.0,0.0,0.0,19323332.78451726
64,8,0.0,4.0,0.0,6692380070.00717
64,56,0.0,-4.0,0.0,39467170869.2626
64,57,4.0,0.0,0.0,296192614578.2542
64,63,-4.0,0.0,0.0,986776898575.0997
