1.000000000000000000e+00,9.899389346519329447e-01,9.999962883883870557e-01,5.212674065547070468e-01,9.404352880226493072e-01,9.997540532262573221e-01,9.924665993995064328e-01,5.646346201981211621e-01,9.757353235714308903e-01,4.177185077860404161e-01,9.996185417615818247e-01,9.999942673474271349e-01,9.997351990722640469e-01,6.162668748994909462e-01,9.311768219024750826e-01,9.836261758108265640e-01,8.777276904876650798e-01,9.998912616221535821e-01,9.989849794321871146e-01,9.853375208506396365e-01,9.790238846502231640e-01,9.982874098246100614e-01,4.035649424096111604e-01,4.133407398443872949e-01,9.733918653933105736e-01,9.999963386678255572e-01,6.482285558156425376e-02,8.472011552908280674e-01,9.475451989578759227e-01,9.950584534599324904e-01,7.915088830789529517e-01,9.994748937774554642e-01,9.999955890525186186e-01,9.987000701807033920e-01,9.995845954671987998e-01,4.869029507562992465e-01,9.999869531665297462e-01,3.664745309871053069e-01,2.380780284338845643e-01,9.983442466913584612e-01,9.998025261208595138e-01,8.677867586617803441e-01,9.857497260046208520e-01,9.999135818401539977e-01,9.993558263350691417e-01,9.999882911518662709e-01,9.935354685012587339e-01,9.804031979735472468e-01,9.695592182333685471e-01,7.813069472851049690e-01,9.873616869690240438e-01,9.999777111310578226e-01,9.797091903243326794e-01,9.996255390289349174e-01,9.986502688320196830e-01,9.783103649175696193e-01,9.996065149744184364e-01,9.980292573714771853e-01,9.999965862007600403e-01,9.944593299934372244e-01,9.969140760413593982e-01,8.386730119194303334e-01,9.999645354680386511e-01,3.557304440626001263e-01
9.999971511983813954e-01,1.000000000000000000e+00,9.999962781798750200e-01,5.205819441582273388e-01,9.402812427567044384e-01,9.997533769322373143e-01,9.924460357827559198e-01,5.639593101694999611e-01,9.756702088650864857e-01,4.170505896080238251e-01,9.996174929864427572e-01,9.999942515802239251e-01,9.997344709476596591e-01,6.156171320250655166e-01,9.310005893153050494e-01,9.835818800485417457e-01,8.774326080089304147e-01,9.998909625768195308e-01,9.989821905245857003e-01,9.852977855547090380e-01,9.789674046314966738e-01,9.982827075440884323e-01,4.029039959585896113e-01,4.126748605954738691e-01,9.733206339249825811e-01,9.999963285976027905e-01,6.465654957073793674e-02,8.468452571922668870e-01,9.474085129484391965e-01,9.950449293990113464e-01,7.910552591919056686e-01,9.994734502668982667e-01,9.999955769205437495e-01,9.986964994674839557e-01,9.995834533995562321e-01,4.862167819052253814e-01,9.999869172825193164e-01,3.658370704163766418e-01,2.375801512898971513e-01,9.983397002089940964e-01,9.998019830891520243e-01,8.674713078791590481e-01,9.857110915847141497e-01,9.999133441731367089e-01,9.993540557211135766e-01,9.999882589478075179e-01,9.935178034766257715e-01,9.803503573353522516e-01,9.694780482757876516e-01,7.808372727000878477e-01,9.873273666101547441e-01,9.999776498283212689e-01,9.796545172040886928e-01,9.996245094847436841e-01,9.986465615073146784e-01,9.782520063625419482e-01,9.996054331460764164e-01,9.980238476816217785e-01,9.999965768113560083e-01,9.944441754020512114e-01,9.969056146691497311e-01,8.383010413590962218e-01,9.999644379285834717e-01,3.551011968745265701e-01
9.999971590116399911e-01,9.899389322898858312e-01,1.000000000000000000e+00,5.212673473726990858e-01,9.404352747378764699e-01,9.997540531679435238e-01,9.924665976263657985e-01,5.646345618996014837e-01,9.757353179565222412e-01,4.177184501023785690e-01,9.996185416711508287e-01,9.999942673460675557e-01,9.997351990094812679e-01,6.162668188161014582e-01,9.311768067038938002e-01,9.836261719912398060e-01,8.777276650355381182e-01,9.998912615963682082e-01,9.989849791917121413e-01,9.853375174243141910e-01,9.790238797799365456e-01,9.982874094191527270e-01,4.035648853258327340e-01,4.133406823361229776e-01,9.733918592509074319e-01,9.999963386669571408e-01,6.482284120490021395e-02,8.472011245905172183e-01,9.475451871703854945e-01,9.950584522938005216e-01,7.915088439426762879e-01,9.994748936529881389e-01,9.999955890514725665e-01,9.987000698728165649e-01,9.995845953687234609e-01,4.869028915077051600e-01,9.999869531634356656e-01,3.664744759261185925e-01,2.380779854143294794e-01,9.983442462993349364e-01,9.998025260740364129e-01,8.677867314520563147e-01,9.857497226732264695e-01,9.999135818196612790e-01,9.993558261823972666e-01,9.999882911490893811e-01,9.935354669780596115e-01,9.804031934171025808e-01,9.695592112338798918e-01,7.813069067629224707e-01,9.873616840096386404e-01,9.999777111257721618e-01,9.797091856098643081e-01,9.996255389401621505e-01,9.986502685123533896e-01,9.783103598852864735e-01,9.996065148811374979e-01,9.980292569050226437e-01,9.999965861999505767e-01,9.944593286867083881e-01,9.969140753117691212e-01,8.386729798319322304e-01,9.999645354596283786e-01,3.557303897094454270e-01
9.999967378844460963e-01,9.884647523131139257e-01,9.999957382059524447e-01,1.000000000000000000e+00,9.322044084932092911e-01,9.997176059971141227e-01,9.913595466824067781e-01,5.304045952463265490e-01,9.722383423879458197e-01,3.845284850493025930e-01,9.995620216784031342e-01,9.999934175824845006e-01,9.996959586668681119e-01,5.830990009298840926e-01,9.217729923359595512e-01,9.812445505530862366e-01,8.621022262714129747e-01,9.998751449760576726e-01,9.988346948221946686e-01,9.832005648826172006e-01,9.759891822143387241e-01,9.980340458568806028e-01,3.707833924994576869e-01,3.802713919295555578e-01,9.695676829176681499e-01,9.999957959384196959e-01,5.693084656558733414e-02,8.284371442332592039e-01,9.402343568028495024e-01,9.943301044654344611e-01,7.677803656352834016e-01,9.993971024294222572e-01,9.999949352061229257e-01,9.985076647367636671e-01,9.995230480134270623e-01,4.524875966224565782e-01,9.999850192191217513e-01,3.350135342104797465e-01,2.139176784593251335e-01,9.980992752720038164e-01,9.997732605350865276e-01,8.511064199332754043e-01,9.836718505880401864e-01,9.999007730542904815e-01,9.992604089097727460e-01,9.999865555329254807e-01,9.925843152192351804e-01,9.775634734122252700e-01,9.652038897879048340e-01,7.567741361972297742e-01,9.855154026934049849e-01,9.999744072609674239e-01,9.767712815504797641e-01,9.995700552742217138e-01,9.984505036185123972e-01,9.751750521269991756e-01,9.995482137059849004e-01,9.977377883664219071e-01,9.999960801637025609e-01,9.936432385706835957e-01,9.964582591886463891e-01,8.190853662457071582e-01,9.999592786542426115e-01,3.247190412233850187e-01
9.999971118793770097e-01,9.897737246662169364e-01,9.999962268115625275e-01,5.171599377447383405e-01,1.000000000000000000e+00,9.997499738953600223e-01,9.923425744411283889e-01,5.605855788136885343e-01,9.753426893578035495e-01,4.137218419401454961e-01,9.996122156775435474e-01,9.999941722410815581e-01,9.997308071061472567e-01,6.123683667890092996e-01,9.301148141467669994e-01,9.833590482832433866e-01,8.759507854236104896e-01,9.998894578102740516e-01,9.989681572283530819e-01,9.850978897405552326e-01,9.786833011189137732e-01,9.982590467631321518e-01,3.996107596403309925e-01,4.093565131742249452e-01,9.729623617298428506e-01,9.999962779251497791e-01,6.383249778169300392e-02,8.450589382306528119e-01,9.467213192533294741e-01,9.949768831177886463e-01,7.887805326967987085e-01,9.994661867147119905e-01,9.999955158735400751e-01,9.986785323467756159e-01,9.995777066573662273e-01,4.827931851657747409e-01,9.999867367174407606e-01,3.626627891431447037e-01,2.351061510126128129e-01,9.983168233465268271e-01,9.997992506113270172e-01,8.658874619909756598e-01,9.855167326038095643e-01,9.999121482557671303e-01,9.993451462459448376e-01,9.999880968999074193e-01,9.934289241915924551e-01,9.800845544076168814e-01,9.690698145079890136e-01,7.784824561240409890e-01,9.871547058495814264e-01,9.999773413585716364e-01,9.793794995536670989e-01,9.996193289430322926e-01,9.986279070001182756e-01,9.779584569861125010e-01,9.995999895185664341e-01,9.979966274981501018e-01,9.999965295647208485e-01,9.943679258684015032e-01,9.968630399838845912e-01,8.364343151592031900e-01,9.999639471190948647e-01,3.519683673515642819e-01
9.999971588241615139e-01,9.899382750325799174e-01,9.999962881425755734e-01,5.212508800466046921e-01,9.404315781623754367e-01,1.000000000000000000e+00,9.924661042366621500e-01,5.646183403565068204e-01,9.757337555675358320e-01,4.177023997994316895e-01,9.996185165080226920e-01,9.999942669677673868e-01,9.997351815396859909e-01,6.162512135788458245e-01,9.311725776011954281e-01,9.836251091630493493e-01,8.777205828431059453e-01,9.998912544214169085e-01,9.989849122776942592e-01,9.853365640238868073e-01,9.790225245871492232e-01,9.982872965975330137e-01,4.035490019535150630e-01,4.133246808416377038e-01,9.733901500830743903e-01,9.999963384253437448e-01,6.481884103546839415e-02,8.471925820797143736e-01,9.475419072220511163e-01,9.950581278087610171e-01,7.914979541235001026e-01,9.994748590190102311e-01,9.999955887603919624e-01,9.986999842009386397e-01,9.995845679672378248e-01,4.868864056916266114e-01,9.999869523024759177e-01,3.664591554265292372e-01,2.380660154967614017e-01,9.983441372157905169e-01,9.998025130451524412e-01,8.677791602036977192e-01,9.857487956880148783e-01,9.999135761173514325e-01,9.993557837002526867e-01,9.999882903764222286e-01,9.935350431364579071e-01,9.804019255530280752e-01,9.695572635763238800e-01,7.812956313177472634e-01,9.873608605385585379e-01,9.999777096549447020e-01,9.797078737745706922e-01,9.996255142384402603e-01,9.986501795627534817e-01,9.783089596158446311e-01,9.996064889249671737e-01,9.980291271104704265e-01,9.999965859746717811e-01,9.944589650794961599e-01,9.969138722976715883e-01,8.386640513345793302e-01,9.999645331193787179e-01,3.557152661720352493e-01
9.999971531676955516e-01,9.899184451490609105e-01,9.999962807526855402e-01,5.207545285351860009e-01,9.403200614132004587e-01,9.997535473758326630e-01,1.000000000000000000e+00,5.641293535591055397e-01,9.756866186453920786e-01,4.172187209549054754e-01,9.996177573048462550e-01,9.999942555539692579e-01,9.997346544538965318e-01,6.157807549575513573e-01,9.310449982228973242e-01,9.835930433566150155e-01,8.775069577655518760e-01,9.998910379440041352e-01,9.989828934003656125e-01,9.853077995806251987e-01,9.789816384508756020e-01,9.982838926368983179e-01,4.030703675126889318e-01,4.128424771862357345e-01,9.733385851248986809e-01,9.999963311355606344e-01,6.469838252832225967e-02,8.469349245824699945e-01,9.474429576606283598e-01,9.950483377794384632e-01,7.911695351938081711e-01,9.994738140687075001e-01,9.999955799781169441e-01,9.986973993776734337e-01,9.995837412300583313e-01,4.863895319511393756e-01,9.999869263262229913e-01,3.659975179438732518e-01,2.377054329037884550e-01,9.983408460368887738e-01,9.998021199472095777e-01,8.675507880620993983e-01,9.857208281778666592e-01,9.999134040713953953e-01,9.993545019612881664e-01,9.999882670640676263e-01,9.935222554630457337e-01,9.803636740135518446e-01,9.694985039350884071e-01,7.809555896788273888e-01,9.873360160082846892e-01,9.999776652782046416e-01,9.796682956771326500e-01,9.996247689564559114e-01,9.986474958469635510e-01,9.782667135799073543e-01,9.996057057947334012e-01,9.980252110586292913e-01,9.999965791777299939e-01,9.944479947096762640e-01,9.969077471414661273e-01,8.383947565110786426e-01,9.999644625110610807e-01,3.552595736142395433e-01
9.999967783224086304e-01,9.886061171973314909e-01,9.999957910361160218e-01,4.898439365378861599e-01,9.329885041911930577e-01,9.997211056555092012e-01,9.914657420481610695e-01,1.000000000000000000e+00,9.725730448805971484e-01,3.874848223161641569e-01,9.995674486311963980e-01,9.999934991794346972e-01,9.996997265161795543e-01,5.861281233125622547e-01,9.226677251627624088e-01,9.814727407810083237e-01,8.635784438488842696e-01,9.998766925228569358e-01,9.988491236447748500e-01,9.834053595169433004e-01,9.762797667945778413e-01,9.980583690533814112e-01,3.736982177809277661e-01,3.832153783178738893e-01,9.699335879170521979e-01,9.999958480529212990e-01,5.760427206491185170e-02,8.302027704518416540e-01,9.409314661631346111e-01,9.943999964698317928e-01,7.699969244098244792e-01,9.994045716655606260e-01,9.999949979904043662e-01,9.985261368746912725e-01,9.995289576580721480e-01,4.555796687848471804e-01,9.999852049223059147e-01,3.377981248893277000e-01,2.160227107641899402e-01,9.981227929544664867e-01,9.997760706312330825e-01,8.526802342527597389e-01,9.838709942308643264e-01,9.999020029786019892e-01,9.992695703901840476e-01,9.999867221920704097e-01,9.926755688007270484e-01,9.778354382270733058e-01,9.656204026866636037e-01,7.590627830107480323e-01,9.856923887907728110e-01,9.999747245076687774e-01,9.770526235239148649e-01,9.995753827256866897e-01,9.984696822128422689e-01,9.754752419195377167e-01,9.995538116758374558e-01,9.977657687172641898e-01,9.999961287548967404e-01,9.937215440121318633e-01,9.965020100168955342e-01,8.209264318341852329e-01,9.999597834270839147e-01,3.274602010109838313e-01
9.999971400622591489e-01,9.898725044484829594e-01,9.999962636310885111e-01,5.196081585290975857e-01,9.400617904372390310e-01,9.997524131050558038e-01,9.924167307633214863e-01,5.629996705453819139e-01,1.000000000000000000e+00,4.161023805907454465e-01,9.996159983154230266e-01,9.999942291094008340e-01,9.997334332537333168e-01,6.146935070628982700e-01,9.307495445170461679e-01,9.835187582906705916e-01,8.770124102833413149e-01,9.998905363889829534e-01,9.989782159054342303e-01,9.852411618456352604e-01,9.788869226970076109e-01,9.982760061075678371e-01,4.019657725758286060e-01,4.117295736371323622e-01,9.732191355337076466e-01,9.999963142459010745e-01,6.442100579966193730e-02,8.463385610564426731e-01,9.472137813305063769e-01,9.950256560520867044e-01,7.904096693296768228e-01,9.994713930372323141e-01,9.999955596305106775e-01,9.986914106656296086e-01,9.995818257722814959e-01,4.852422153471279143e-01,9.999868661419835103e-01,3.649324085209955104e-01,2.368741834173070659e-01,9.983332208051458601e-01,9.998012091818364588e-01,8.670221354294894711e-01,9.856560364978920186e-01,9.999130054592511030e-01,9.993515323196422440e-01,9.999882130517994128e-01,9.934926290344487931e-01,9.802750606906469599e-01,9.693623913936209036e-01,7.801688851755962384e-01,9.872784586504511628e-01,9.999775624619833270e-01,9.795766096769259468e-01,9.996230422208080002e-01,9.986412780153599567e-01,9.781688479791359470e-01,9.996038913691200900e-01,9.980161380967572660e-01,9.999965634299312622e-01,9.944225784474237662e-01,9.968935560884116809e-01,8.377714927708593828e-01,9.999642989190589137e-01,3.542082548505687822e-01
9.999966419626816760e-01,9.881295861998639074e-01,9.999956128889988527e-01,4.794904057449827506e-01,9.303497371168417684e-01,9.997093046518006343e-01,9.911077345391615667e-01,5.231803162387824724e-01,9.714453244118425035e-01,1.000000000000000000e+00,9.995491487888065185e-01,9.999932240286592000e-01,9.996870211688643204e-01,5.760374044567516671e-01,9.196575454176495468e-01,9.807036909294878368e-01,8.586206344615056052e-01,9.998714741020692243e-01,9.988004702766292153e-01,9.827151181391641233e-01,9.753005858696129904e-01,9.979763542134334475e-01,3.640477686461526807e-01,3.734657114547358381e-01,9.687008328859840756e-01,9.999956723190669416e-01,5.539470558820795698e-02,8.242788358697220596e-01,9.385848867671936491e-01,9.941643548532458352e-01,7.625732195451723205e-01,9.993793853065716659e-01,9.999947862772896601e-01,9.984638502203262433e-01,9.995090301875807492e-01,4.453181825163090024e-01,9.999845787179882928e-01,3.285883694376226516e-01,2.090847576488205628e-01,9.980434940571197844e-01,9.997665948465782604e-01,8.473963521992632364e-01,9.831997897003753595e-01,9.998978555968015547e-01,9.992386778862127894e-01,9.999861602055790666e-01,9.923679221960747254e-01,9.769189578059309653e-01,9.642173266031562884e-01,7.514001037893581758e-01,9.850958329293546534e-01,9.999736547296081968e-01,9.761045655619404737e-01,9.995574184004211160e-01,9.984050135495203815e-01,9.744637185728174389e-01,9.995349351666225068e-01,9.976714232225726287e-01,9.999959649018876906e-01,9.934575417366228178e-01,9.963544944166861095e-01,8.147510767398131737e-01,9.999580812985244815e-01,3.183967798465020538e-01
