#m,n,s_x,s_y,s_z,freq
19,11,0.0,-4.0,0.0,266932251059.88116
19,18,-4.0,0.0,0.0,365339561848.0908
19,20,4.0,0.0,0.0,106819029065.48004
19,27,0.0,4.0,0.0,19143123072.335117
20,12,0.0,-4.0,0.0,1491562034473.0918
20,19,-4.0,0.0,0.0,408791519237.8252
20,21,4.0,0.0,0.0,190764651989.86
20,28,0.0,4.0,0.0,111994698682.60226
21,13,0.0,-4.0,0.0,626685383891.4962
21,20,-4.0,0.0,0.0,228903587324.49057
21,22,4.0,0.0,0.0,392833695034.1601
21,29,0.0,4.0,0.0,164820743328.34653
22,14,0.0,-4.0,0.0,47875089495.219086
22,21,-4.0,0.0,0.0,111158268058.92969
22,23,4.0,0.0,0.0,38571122923.17727
22,30,0.0,4.0,0.0,160203183228.38495
23,15,0.0,-4.0,0.0,441887832038.67267
23,22,-4.0,0.0,0.0,1132108942281.994
23,24,4.0,0.0,0.0,211090289235.68237
23,31,0.0,4.0,0.0,321610147875.7698
24,16,0.0,-4.0,0.0,634986759746.4271
24,17,4.0,0.0,0.0,373338348719.9548
24,23,-4.0,0.0,0.0,206862728424.39035
24,32,0.0,4.0,0.0,1506523332759.5635
25,17,0.0,-4.0,0.0,139080054411.68344
25,26,4.0,0.0,0.0,1942436142531.0464
25,32,-4.0,0.0,0.0,561226425870.9718
25,33,0.0,4.0,0.0,1854058701245.9585
26,18,0.0,-4.0,0.0,89511309991.1803
26,25,-4.0,0.0,0.0,22480385439.228947
26,27,4.0,0.0,0.0,4690228495.537509
26,34,0.0,4.0,0.0,48124277878.92001
27,19,0.0,-4.0,0.0,2281065268722.6577
27,26,-4.0,0.0,0.0,9310146236315.232
27,28,4.0,0.0,0.0,624932772387.8691
27,35,0.0,4.0,0.0,2852356233306.252
28,20,0.0,-4.0,0.0,389899822838.40356
28,27,-4.0,0.0,0.0,69874257047.42033
28,29,4.0,0.0,0.0,280745179116.4686
28,36,0.0,4.0,0.0,134406216787.62007
29,21,0.0,-4.0,0.0,264934572514.31418
29,28,-4.0,0.0,0.0,155538603770.90094
29,30,4.0,0.0,0.0,381828204102.1324
29,37,0.0,4.0,0.0,1686529269000.7405
30,22,0.0,-4.0,0.0,272570820973.8624
30,29,-4.0,0.0,0.0,114362199298.16109
30,31,4.0,0.0,0.0,77432072803.28015
30,38,0.0,4.0,0.0,48378094163.15442
31,23,0.0,-4.0,0.0,135775296468.73694
31,30,-4.0,0.0,0.0,563935738697.3787
31,32,4.0,0.0,0.0,988813469204.8363
31,39,0.0,4.0,0.0,111927137607.29504
32,24,0.0,-4.0,0.0,28985089195.53263
32,25,4.0,0.0,0.0,77805875066.236
32,31,-4.0,0.0,0.0,44160718411.63534
32,40,0.0,4.0,0.0,156770824556.33432
33,25,0.0,-4.0,0.0,23551958277.179806
33,34,4.0,0.0,0.0,50418218485.96406
33,40,-4.0,0.0,0.0,47454770168.53347
33,41,0.0,4.0,0.0,80781115396.1877
34,26,0.0,-4.0,0.0,907373889018.1752
34,33,-4.0,0.0,0.0,866089966811.1711
34,35,4.0,0.0,0.0,277992794375.7697
34,42,0.0,4.0,0.0,63530310048.32783
35,27,0.0,-4.0,0.0,15308997054.891562
35,34,-4.0,0.0,0.0,157078579224.47305
35,36,4.0,0.0,0.0,29447531378.607414
35,43,0.0,4.0,0.0,86044681913.71999
36,28,0.0,-4.0,0.0,324886111809.7409
36,35,-4.0,0.0,0.0,1482864984971.5176
36,37,4.0,0.0,0.0,3522790634446.2466
36,44,0.0,4.0,0.0,2195856182765.3242
37,29,0.0,-4.0,0.0,25891464783.803772
37,36,-4.0,0.0,0.0,12395489175.033257
37,38,4.0,0.0,0.0,10952742506.002125
37,45,0.0,4.0,0.0,78819240147.02095
38,30,0.0,-4.0,0.0,902613340408.1946
38,37,-4.0,0.0,0.0,3986829157287.0947
38,39,4.0,0.0,0.0,179146169723.89066
38,46,0.0,4.0,0.0,4096146750886.441
39,31,0.0,-4.0,0.0,390135172833.55365
39,38,-4.0,0.0,0.0,243749075084.82257
39,40,4.0,0.0,0.0,1384982285918.3716
39,47,0.0,4.0,0.0,984089565059.6493
40,32,0.0,-4.0,0.0,278538518240.01685
40,33,4.0,0.0,0.0,920175422199.0035
40,39,-4.0,0.0,0.0,31528716012.58921
40,48,0.0,4.0,0.0,112152499826.91927
41,33,0.0,-4.0,0.0,540555957429.2254
41,42,4.0,0.0,0.0,39651409079.81071
41,48,-4.0,0.0,0.0,65883852643.16507
41,49,0.0,4.0,0.0,58850985966.54721
42,34,0.0,-4.0,0.0,687336692390.9156
42,41,-4.0,0.0,0.0,1101265104785.9172
42,43,4.0,0.0,0.0,376510071305.7021
42,50,0.0,4.0,0.0,179488823088.19254
43,35,0.0,-4.0,0.0,507488809348.7654
43,42,-4.0,0.0,0.0,115977543505.68863
43,44,4.0,0.0,0.0,751499597729.124
43,51,0.0,4.0,0.0,215420078576.52197
44,36,0.0,-4.0,0.0,19885962258.32781
44,43,-4.0,0.0,0.0,58106103193.05391
44,45,4.0,0.0,0.0,126448937404.64484
44,52,0.0,4.0,0.0,293232066381.7201
45,37,0.0,-4.0,0.0,554010836614.7124
45,44,-4.0,0.0,0.0,345330803654.36884
45,46,4.0,0.0,0.0,569201638401.6375
45,53,0.0,4.0,0.0,87769860329.44464
46,38,0.0,-4.0,0.0,10660436705.725235
46,45,-4.0,0.0,0.0,76715719402.71736
46,47,4.0,0.0,0.0,43039443400.687164
46,54,0.0,4.0,0.0,87864362492.28085
47,39,0.0,-4.0,0.0,44372702166.12874
47,46,-4.0,0.0,0.0,1014574300337.9497
47,48,4.0,0.0,0.0,157840537179.49063
47,55,0.0,4.0,0.0,309531753804.1057
48,40,0.0,-4.0,0.0,389351224828.4807
48,41,4.0,0.0,0.0,662783237824.4663
48,47,-4.0,0.0,0.0,276650814521.30853
48,56,0.0,4.0,0.0,203622833070.97125
49,41,0.0,-4.0,0.0,741987792694.0525
49,50,4.0,0.0,0.0,120932294211.16608
49,56,-4.0,0.0,0.0,227956363151.7995
49,57,0.0,4.0,0.0,624483307740.8525
50,42,0.0,-4.0,0.0,243283745605.32495
50,49,-4.0,0.0,0.0,361083972317.0909
50,51,4.0,0.0,0.0,451882338688.4298
50,58,0.0,4.0,0.0,721035948046.9615
51,43,0.0,-4.0,0.0,202704935694.63434
51,50,-4.0,0.0,0.0,96632927283.52222
51,52,4.0,0.0,0.0,1022949120542.9321
51,59,0.0,4.0,0.0,1635191406037.7212
52,44,0.0,-4.0,0.0,148915204650.03668
52,51,-4.0,0.0,0.0,42687082180.598404
52,53,4.0,0.0,0.0,37848539935.48177
52,60,0.0,4.0,0.0,52554010658.6113
53,45,0.0,-4.0,0.0,497513759407.6569
53,52,-4.0,0.0,0.0,1153722527992.4436
53,54,4.0,0.0,0.0,569814500102.875
53,61,0.0,4.0,0.0,336080974275.6397
54,46,0.0,-4.0,0.0,496978660478.2253
54,53,-4.0,0.0,0.0,76633208118.26193
54,55,4.0,0.0,0.0,151620907734.20935
54,62,0.0,4.0,0.0,43897416991.44961
55,47,0.0,-4.0,0.0,141073452524.75284
55,54,-4.0,0.0,0.0,287999286033.3913
55,56,4.0,0.0,0.0,103834055662.90419
55,63,0.0,4.0,0.0,519195962294.76105
56,48,0.0,-4.0,0.0,214449001207.8719
56,49,4.0,0.0,0.0,191557333918.811
56,55,-4.0,0.0,0.0,420543268741.7157
56,64,0.0,4.0,0.0,69507633985.40564
57,1,0.0,4.0,0.0,716939301417.3749
57,49,0.0,-4.0,0.0,69924548236.77649
57,58,4.0,0.0,0.0,139629883337.45334
57,64,-4.0,0.0,0.0,25372507572.571823
58,2,0.0,4.0,0.0,138735633038.76758
58,50,0.0,-4.0,0.0,60561076453.21305
58,57,-4.0,0.0,0.0,312731860340.05756
58,59,4.0,0.0,0.0,1024795114258.8817
59,3,0.0,4.0,0.0,204641675315.42917
59,51,0.0,-4.0,0.0,26704343610.14472
59,58,-4.0,0.0,0.0,42610188678.31567
59,60,4.0,0.0,0.0,32876933419.371307
60,4,0.0,4.0,0.0,58319119696.123665
60,52,0.0,-4.0,0.0,830892117042.1068
60,59,-4.0,0.0,0.0,1328186927235.0774
60,61,4.0,0.0,0.0,242040027336.00876
61,5,0.0,4.0,0.0,98252156757.94243
61,53,0.0,-4.0,0.0,129929143621.71936
61,60,-4.0,0.0,0.0,180411123134.46936
61,62,4.0,0.0,0.0,74426660934.02646
62,6,0.0,4.0,0.0,1105011638167.724
62,54,0.0,-4.0,0.0,994744478557.6436
62,61,-4.0,0.0,0.0,586707943459.8605
62,63,4.0,0.0,0.0,1793293740048.563
63,7,0.0,4.0,0.0,54633480646.66094
63,55,0.0,-4.0,0.0,84104492997.57126
63,62,-4.0,0.0,0.0,24350005913.701847
63,64,4.0,0.0,0.0,13900839105.794031
64,8,0.0,4.0,0.0,258696348447.50266
64,56,0.0,-4.0,0.0,628229025668.6857
64,57,4.0,0.0,0.0,1721024737121.0393
64,63,-4.0,0.0,0.0,3141300524583.8857
